id,case,family,color,giver,arm,query,top_id,top_text,swap_target,original_target,swap_correct,original_correct,invalid,swap_probability,original_probability,word_logits,word_probabilities,input_cache_sha256,suffix_ids,output_cache_sha256,max_logit_change_vs_unedited
J03_g0_c0_recipient/no_edit/later_giver,J03_g0_c0_recipient,J03,red,Joseph,no_edit,later_giver,257, a,Susan,Joseph,0,0,1,0.004885490713594264,0.07270122500734566,"{""Joseph"": -115.36175537109375, ""Susan"": -118.06184387207031, ""red"": -122.07260131835938, ""blue"": -123.14768981933594}","{""Joseph"": 0.07270122500734566, ""Susan"": 0.004885490713594264, ""red"": 8.852345687095659e-05, ""blue"": 3.021018337249825e-05}",6dcb235caf1da0a19de9ed48730e70ea300aa1891873a874ad1b3fa7cc6fcdaa,"[2130, 13, 383, 308, 1428, 373]",b0645149f02738313f764dbc0ba5242491bd14726ab9d1536c98a4859e238973,0.0
J03_g0_c0_recipient/no_edit/later_color,J03_g0_c0_recipient,J03,red,Joseph,no_edit,later_color,2266, red,red,red,1,1,0,0.0682835530204184,0.0682835530204184,"{""Joseph"": -124.85785675048828, ""Susan"": -127.67725372314453, ""red"": -121.04059600830078, ""blue"": -122.30856323242188}","{""Joseph"": 0.0015014152907294217, ""Susan"": 8.954725696775426e-05, ""red"": 0.0682835530204184, ""blue"": 0.019215201460123295}",6dcb235caf1da0a19de9ed48730e70ea300aa1891873a874ad1b3fa7cc6fcdaa,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",f366e8718415719dc95ed53f213a584681919e9598cb008cdf1cdea4c08042ad,0.0
J03_g0_c0_recipient/internal/later_giver,J03_g0_c0_recipient,J03,red,Joseph,internal,later_giver,257, a,Susan,Joseph,0,0,1,0.005085652365183926,0.07999668065148627,"{""Joseph"": -115.58802795410156, ""Susan"": -118.34358978271484, ""red"": -122.42577362060547, ""blue"": -123.50297546386719}","{""Joseph"": 0.07999668065148627, ""Susan"": 0.005085652365183926, ""red"": 8.57979191985666e-05, ""blue"": 2.9218232385201353e-05}",76c486da4d1c674490c827a7efe5cd09be53510235fdde62fa6ba9b8bed9661b,"[2130, 13, 383, 308, 1428, 373]",af89e0b5c7c80ba249d3faf4d8c918797151323c4bac44af54af4a0478c14129,0.5067901611328125
J03_g0_c0_recipient/internal/later_color,J03_g0_c0_recipient,J03,red,Joseph,internal,later_color,2266, red,red,red,1,1,0,0.06868638679365913,0.06868638679365913,"{""Joseph"": -124.1807632446289, ""Susan"": -127.07229614257812, ""red"": -120.41168975830078, ""blue"": -121.67532348632812}","{""Joseph"": 0.0015848306225565607, ""Susan"": 8.794397112227582e-05, ""red"": 0.06868638679365913, ""blue"": 0.019412502110229136}",76c486da4d1c674490c827a7efe5cd09be53510235fdde62fa6ba9b8bed9661b,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",0ebe03f917a9539c74d5602771ec6ad30bb1484d7ee584cfd2b649ad69d15450,0.82806396484375
J03_g0_c0_recipient/task/later_giver,J03_g0_c0_recipient,J03,red,Joseph,task,later_giver,257, a,Susan,Joseph,0,0,1,0.004756776883653068,0.08225721246345313,"{""Joseph"": -115.89532470703125, ""Susan"": -118.74560546875, ""red"": -122.71805572509766, ""blue"": -123.78595733642578}","{""Joseph"": 0.08225721246345313, ""Susan"": 0.004756776883653068, ""red"": 8.955700377656333e-05, ""blue"": 3.0783342781869905e-05}",afc4d2d9c0e6eaf1dff0ee982b4aeb97b6319bb32f49e0055847b9badf4590e0,"[2130, 13, 383, 308, 1428, 373]",b2268bcd060fae9a4ac5213456cf2d87416e0ef4d1c0f3d4976324a5caa3105b,0.839202880859375
J03_g0_c0_recipient/task/later_color,J03_g0_c0_recipient,J03,red,Joseph,task,later_color,2266, red,red,red,1,1,0,0.0667357484535111,0.0667357484535111,"{""Joseph"": -124.24591064453125, ""Susan"": -127.11560821533203, ""red"": -120.41810607910156, ""blue"": -121.71516418457031}","{""Joseph"": 0.0014519917037863444, ""Susan"": 8.235127267129248e-05, ""red"": 0.0667357484535111, ""blue"": 0.018241198007069}",afc4d2d9c0e6eaf1dff0ee982b4aeb97b6319bb32f49e0055847b9badf4590e0,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",a3bf189de726f35d3123648c45b156465851095f736b31349d136d3fba97e504,0.948822021484375
J03_g0_c0_recipient/yoked/later_giver,J03_g0_c0_recipient,J03,red,Joseph,yoked,later_giver,257, a,Susan,Joseph,0,0,1,0.005001450232392948,0.08180988025578903,"{""Joseph"": -115.77295684814453, ""Susan"": -118.567626953125, ""red"": -122.64942932128906, ""blue"": -123.69991302490234}","{""Joseph"": 0.08180988025578903, ""Susan"": 0.005001450232392948, ""red"": 8.440957370354735e-05, ""blue"": 2.952381199632301e-05}",dfc0325df615ac5219be3aa0bc3e69b8db1d96ca63798d9ad1c8fee46add4c63,"[2130, 13, 383, 308, 1428, 373]",1e2f8ae82b061a3581d9f089dbdbfc95755606c0c05d373d111d9a5fd1b3ccb1,0.6730575561523438
J03_g0_c0_recipient/yoked/later_color,J03_g0_c0_recipient,J03,red,Joseph,yoked,later_color,2266, red,red,red,1,1,0,0.06990209324501069,0.06990209324501069,"{""Joseph"": -124.12457275390625, ""Susan"": -126.9981918334961, ""red"": -120.3515396118164, ""blue"": -121.63077545166016}","{""Joseph"": 0.001606507315067116, ""Susan"": 9.075818413408436e-05, ""red"": 0.06990209324501069, ""blue"": 0.019450246727999474}",dfc0325df615ac5219be3aa0bc3e69b8db1d96ca63798d9ad1c8fee46add4c63,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",e563d822b5cc834b63f77d546611ce80d6ecd15fcf48f87061fcdb71d3f3cdaa,0.8687286376953125
J03_g0_c0_recipient/supervised_ridge/later_giver,J03_g0_c0_recipient,J03,red,Joseph,supervised_ridge,later_giver,257, a,Susan,Joseph,0,0,1,0.004837946030022876,0.07808645034081126,"{""Joseph"": -115.81929016113281, ""Susan"": -118.60061645507812, ""red"": -122.59468078613281, ""blue"": -123.6938247680664}","{""Joseph"": 0.07808645034081126, ""Susan"": 0.004837946030022876, ""red"": 8.913759655978578e-05, ""blue"": 2.9696738432419607e-05}",60f46ad4dd52f5b8d586e4c40e18a64c3b8e35b824f0957b5c3190aa72f9cd50,"[2130, 13, 383, 308, 1428, 373]",107ebd68d5689a5609584a192f7e75a8f6b4a272ce2661ff1c30b91954571732,0.6876220703125
J03_g0_c0_recipient/supervised_ridge/later_color,J03_g0_c0_recipient,J03,red,Joseph,supervised_ridge,later_color,2266, red,red,red,1,1,0,0.06718646292448724,0.06718646292448724,"{""Joseph"": -124.36618041992188, ""Susan"": -127.19570922851562, ""red"": -120.58258819580078, ""blue"": -121.84911346435547}","{""Joseph"": 0.001527877562896273, ""Susan"": 9.02069097523331e-05, ""red"": 0.06718646292448724, ""blue"": 0.018933758903532744}",60f46ad4dd52f5b8d586e4c40e18a64c3b8e35b824f0957b5c3190aa72f9cd50,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",8fa9e7e88511bfde761d7aa78500fb52b99f26422a45c25beafd33b24a65c07d,0.7791748046875
