id,case,family,color,giver,arm,query,top_id,top_text,swap_target,original_target,swap_correct,original_correct,invalid,swap_probability,original_probability,word_logits,word_probabilities,source_measurement,output_cache_sha256,continuation_cache_sha256
J03_g0_c0_recipient/no_edit/initial_recipient,J03_g0_c0_recipient,J03,red,Joseph,no_edit,initial_recipient,14919, Susan,Joseph,Susan,0,1,0,0.02338579956423113,0.4439049341512431,"{""Joseph"": -71.33515167236328, ""Susan"": -68.39167022705078, ""red"": -79.40341186523438, ""blue"": -80.3414535522461}","{""Joseph"": 0.02338579956423113, ""Susan"": 0.4439049341512431, ""red"": 7.327424339780675e-06, ""blue"": 2.867906671878183e-06}",J03_g0_c0_recipient/none,6dcb235caf1da0a19de9ed48730e70ea300aa1891873a874ad1b3fa7cc6fcdaa,6dcb235caf1da0a19de9ed48730e70ea300aa1891873a874ad1b3fa7cc6fcdaa
J03_g0_c0_recipient/internal/initial_recipient,J03_g0_c0_recipient,J03,red,Joseph,internal,initial_recipient,7212, Joseph,Joseph,Susan,1,0,0,0.2816287435336058,0.11888393424549475,"{""Joseph"": -76.2845230102539, ""Susan"": -77.14696502685547, ""red"": -86.72518157958984, ""blue"": -87.33531188964844}","{""Joseph"": 0.2816287435336058, ""Susan"": 0.11888393424549475, ""red"": 8.229180219582486e-06, ""blue"": 4.4707496024782665e-06}",J03_g0_c0_recipient/d6_internal,76c486da4d1c674490c827a7efe5cd09be53510235fdde62fa6ba9b8bed9661b,76c486da4d1c674490c827a7efe5cd09be53510235fdde62fa6ba9b8bed9661b
J03_g0_c0_recipient/task/initial_recipient,J03_g0_c0_recipient,J03,red,Joseph,task,initial_recipient,7212, Joseph,Joseph,Susan,1,0,0,0.5617790541684817,0.027275603657747047,"{""Joseph"": -81.91326141357422, ""Susan"": -84.9383773803711, ""red"": -93.22797393798828, ""blue"": -93.82555389404297}","{""Joseph"": 0.5617790541684817, ""Susan"": 0.027275603657747047, ""red"": 6.849333752343319e-06, ""blue"": 3.768102009970751e-06}",J03_g0_c0_recipient/d6_task,afc4d2d9c0e6eaf1dff0ee982b4aeb97b6319bb32f49e0055847b9badf4590e0,afc4d2d9c0e6eaf1dff0ee982b4aeb97b6319bb32f49e0055847b9badf4590e0
J03_g0_c0_recipient/yoked/initial_recipient,J03_g0_c0_recipient,J03,red,Joseph,yoked,initial_recipient,7212, Joseph,Joseph,Susan,1,0,0,0.24281668653039093,0.131870171670609,"{""Joseph"": -75.90003204345703, ""Susan"": -76.5105209350586, ""red"": -86.08074951171875, ""blue"": -86.8166275024414}","{""Joseph"": 0.24281668653039093, ""Susan"": 0.131870171670609, ""red"": 9.201298293503581e-06, ""blue"": 4.408200702503786e-06}",J03_g0_c0_recipient/d6_yoked,dfc0325df615ac5219be3aa0bc3e69b8db1d96ca63798d9ad1c8fee46add4c63,dfc0325df615ac5219be3aa0bc3e69b8db1d96ca63798d9ad1c8fee46add4c63
J03_g0_c0_recipient/supervised_ridge/initial_recipient,J03_g0_c0_recipient,J03,red,Joseph,supervised_ridge,initial_recipient,7212, Joseph,Joseph,Susan,1,0,0,0.36461395580349143,0.09314682094532753,"{""Joseph"": -80.2645263671875, ""Susan"": -81.62918853759766, ""red"": -91.02359008789062, ""blue"": -91.65003204345703}","{""Joseph"": 0.36461395580349143, ""Susan"": 0.09314682094532753, ""red"": 7.748743466121306e-06, ""blue"": 4.141627146804842e-06}",J03_g0_c0_recipient/d6_ridge,60f46ad4dd52f5b8d586e4c40e18a64c3b8e35b824f0957b5c3190aa72f9cd50,60f46ad4dd52f5b8d586e4c40e18a64c3b8e35b824f0957b5c3190aa72f9cd50
J03_g0_c0_recipient/reflection/initial_recipient,J03_g0_c0_recipient,J03,red,Joseph,reflection,initial_recipient,7212, Joseph,Joseph,Susan,1,0,0,0.36434260920640826,0.09446322693776366,"{""Joseph"": -80.12471008300781, ""Susan"": -81.47459411621094, ""red"": -90.87602233886719, ""blue"": -91.51515197753906}","{""Joseph"": 0.36434260920640826, ""Susan"": 0.09446322693776366, ""red"": 7.803229466392945e-06, ""blue"": 4.118166514212712e-06}",J03_g0_c0_recipient/reflection,896bf25016880a7d55deb5b166ba3176c5c3a9c6e38b899baf42d4e8bf9a9309,896bf25016880a7d55deb5b166ba3176c5c3a9c6e38b899baf42d4e8bf9a9309
J03_g0_c0_recipient/residual_donor/initial_recipient,J03_g0_c0_recipient,J03,red,Joseph,residual_donor,initial_recipient,7212, Joseph,Joseph,Susan,1,0,0,0.42238508627309873,0.025927749047098998,"{""Joseph"": -82.2734603881836, ""Susan"": -85.0640640258789, ""red"": -93.05033874511719, ""blue"": -93.42897033691406}","{""Joseph"": 0.42238508627309873, ""Susan"": 0.025927749047098998, ""red"": 8.817993472591908e-06, ""blue"": 6.038542983213499e-06}",J03_g0_c0_recipient/donor,264a2f5e6d86da847a983c73d88eb5ca4bbd2c99741887228923981055a17643,264a2f5e6d86da847a983c73d88eb5ca4bbd2c99741887228923981055a17643
J03_g0_c0_recipient/prefix_donor/initial_recipient,J03_g0_c0_recipient,J03,red,Joseph,prefix_donor,initial_recipient,7212, Joseph,Joseph,Susan,1,0,0,0.6561495805496589,0.010360069149557637,"{""Joseph"": -82.09150695800781, ""Susan"": -86.23993682861328, ""red"": -93.93978118896484, ""blue"": -94.18001556396484}","{""Joseph"": 0.6561495805496589, ""Susan"": 0.010360069149557637, ""red"": 4.692051139869988e-06, ""blue"": 3.6900331992820235e-06}",J03_g1_c0_recipient/none,defe41a31ddf56744b31356fafa4889387976578e7a48167e0505580ea3e0725,defe41a31ddf56744b31356fafa4889387976578e7a48167e0505580ea3e0725
J03_g0_c0_recipient/internal_restore_upper/initial_recipient,J03_g0_c0_recipient,J03,red,Joseph,internal_restore_upper,initial_recipient,7212, Joseph,Joseph,Susan,1,0,0,0.2816287435336058,0.11888393424549475,"{""Joseph"": -76.2845230102539, ""Susan"": -77.14696502685547, ""red"": -86.72518157958984, ""blue"": -87.33531188964844}","{""Joseph"": 0.2816287435336058, ""Susan"": 0.11888393424549475, ""red"": 8.229180219582486e-06, ""blue"": 4.4707496024782665e-06}",J03_g0_c0_recipient/d6_internal,76c486da4d1c674490c827a7efe5cd09be53510235fdde62fa6ba9b8bed9661b,6dcb235caf1da0a19de9ed48730e70ea300aa1891873a874ad1b3fa7cc6fcdaa
J03_g0_c0_recipient/internal_restore_lower/initial_recipient,J03_g0_c0_recipient,J03,red,Joseph,internal_restore_lower,initial_recipient,7212, Joseph,Joseph,Susan,1,0,0,0.2816287435336058,0.11888393424549475,"{""Joseph"": -76.2845230102539, ""Susan"": -77.14696502685547, ""red"": -86.72518157958984, ""blue"": -87.33531188964844}","{""Joseph"": 0.2816287435336058, ""Susan"": 0.11888393424549475, ""red"": 8.229180219582486e-06, ""blue"": 4.4707496024782665e-06}",J03_g0_c0_recipient/d6_internal,76c486da4d1c674490c827a7efe5cd09be53510235fdde62fa6ba9b8bed9661b,76c486da4d1c674490c827a7efe5cd09be53510235fdde62fa6ba9b8bed9661b
