id,case,family,color,giver,arm,query,top_id,top_text,swap_target,original_target,swap_correct,original_correct,invalid,swap_probability,original_probability,word_logits,word_probabilities,input_cache_sha256,suffix_ids,output_cache_sha256,max_logit_change_vs_unedited
J01_g0_c0_recipient/no_edit/later_giver,J01_g0_c0_recipient,J01,red,Joseph,no_edit,later_giver,257, a,Susan,Joseph,0,0,1,0.007208360631139309,0.06795827370661305,"{""Joseph"": -108.85010528564453, ""Susan"": -111.09375762939453, ""red"": -115.46868896484375, ""blue"": -116.66603088378906}","{""Joseph"": 0.06795827370661305, ""Susan"": 0.007208360631139309, ""red"": 9.074609978579898e-05, ""blue"": 2.7404947854118504e-05}",b290c6eff7fe34541004dfcc14c02c626e29d06a97776ef9b37e4c46ca0cb7b5,"[2130, 13, 383, 308, 1428, 373]",1bbaf0a40016477b3a0eabadfafbd83a81ef84220224214e2dfefa96f2b9afee,0.0
J01_g0_c0_recipient/no_edit/later_color,J01_g0_c0_recipient,J01,red,Joseph,no_edit,later_color,2266, red,red,red,1,1,0,0.07716298614200646,0.07716298614200646,"{""Joseph"": -119.23687744140625, ""Susan"": -122.2662353515625, ""red"": -115.3462142944336, ""blue"": -116.47885131835938}","{""Joseph"": 0.0015765781032598622, ""Susan"": 7.622230297211241e-05, ""red"": 0.07716298614200646, ""blue"": 0.02486056626574966}",b290c6eff7fe34541004dfcc14c02c626e29d06a97776ef9b37e4c46ca0cb7b5,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",33c36469a93984b771f88e2635391c5370407d2e7195f3d60def7ec59c1151fb,0.0
J01_g0_c0_recipient/internal/later_giver,J01_g0_c0_recipient,J01,red,Joseph,internal,later_giver,257, a,Susan,Joseph,0,0,1,0.007066492632646022,0.07248796881424138,"{""Joseph"": -108.78449249267578, ""Susan"": -111.112548828125, ""red"": -115.50614929199219, ""blue"": -116.68695831298828}","{""Joseph"": 0.07248796881424138, ""Susan"": 0.007066492632646022, ""red"": 8.731472155063756e-05, ""blue"": 2.6808260278384713e-05}",81a285a4efb71e4bb432769c7d967f4cfe6d4a330888b9c8c03dd4e003ff1c6f,"[2130, 13, 383, 308, 1428, 373]",df7c5d113e9e0dd7520f91aee4cb8de8537d290443b064d61c2d7ab65bc1be77,0.211395263671875
J01_g0_c0_recipient/internal/later_color,J01_g0_c0_recipient,J01,red,Joseph,internal,later_color,2266, red,red,red,1,1,0,0.07262075674527221,0.07262075674527221,"{""Joseph"": -118.778076171875, ""Susan"": -121.75403594970703, ""red"": -114.95604705810547, ""blue"": -116.08153533935547}","{""Joseph"": 0.0015891855825600604, ""Susan"": 8.104602262952528e-05, ""red"": 0.07262075674527221, ""blue"": 0.023564998702136585}",81a285a4efb71e4bb432769c7d967f4cfe6d4a330888b9c8c03dd4e003ff1c6f,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",c0c833a3992540d6ee62dfba38b3a5f1b12ea7a6f9f5f963e293b949513f4407,0.6484222412109375
J01_g0_c0_recipient/task/later_giver,J01_g0_c0_recipient,J01,red,Joseph,task,later_giver,257, a,Susan,Joseph,0,0,1,0.006909223157650423,0.07206665109314668,"{""Joseph"": -109.09394073486328, ""Susan"": -111.43867492675781, ""red"": -115.78263854980469, ""blue"": -116.9854965209961}","{""Joseph"": 0.07206665109314668, ""Susan"": 0.006909223157650423, ""red"": 8.971597658128566e-05, ""blue"": 2.694481520918418e-05}",4d326e69c10562c3ec30e76a5a4df35eff0c7fb15f4c0c9e21576f4434bb780d,"[2130, 13, 383, 308, 1428, 373]",20be1acfc51a42cb8cdc28e242a00b0e5f48e367ac245c8001f4d1ec0ee1fb11,0.5497589111328125
J01_g0_c0_recipient/task/later_color,J01_g0_c0_recipient,J01,red,Joseph,task,later_color,2266, red,red,red,1,1,0,0.07559599502432264,0.07559599502432264,"{""Joseph"": -118.87957763671875, ""Susan"": -121.8883056640625, ""red"": -114.98916625976562, ""blue"": -116.12561798095703}","{""Joseph"": 0.001544950589543542, ""Susan"": 7.62501345898485e-05, ""red"": 0.07559599502432264, ""blue"": 0.02426297642863359}",4d326e69c10562c3ec30e76a5a4df35eff0c7fb15f4c0c9e21576f4434bb780d,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",a4081e2fec833a57b603da21bb2f63b82d81078c480f9d204b8b0ae19a22533c,0.5697479248046875
J01_g0_c0_recipient/yoked/later_giver,J01_g0_c0_recipient,J01,red,Joseph,yoked,later_giver,257, a,Susan,Joseph,0,0,1,0.007168289059589113,0.07162798495345497,"{""Joseph"": -108.70950317382812, ""Susan"": -111.01132202148438, ""red"": -115.42821502685547, ""blue"": -116.60062408447266}","{""Joseph"": 0.07162798495345497, ""Susan"": 0.007168289059589113, ""red"": 8.653329687704936e-05, ""blue"": 2.6792452299799495e-05}",3044592894dff0eef96d885ca2fc118943bcc08494f146983df49f8b13b757c8,"[2130, 13, 383, 308, 1428, 373]",daea690778a0900919e340026eed535331d49782743e98514638868ede2e041a,0.17560577392578125
J01_g0_c0_recipient/yoked/later_color,J01_g0_c0_recipient,J01,red,Joseph,yoked,later_color,2266, red,red,red,1,1,0,0.07671185717841329,0.07671185717841329,"{""Joseph"": -119.11173248291016, ""Susan"": -122.15030670166016, ""red"": -115.23206329345703, ""blue"": -116.35111236572266}","{""Joseph"": 0.0015846872965260485, ""Susan"": 7.591149778060918e-05, ""red"": 0.07671185717841329, ""blue"": 0.02505334159886754}",3044592894dff0eef96d885ca2fc118943bcc08494f146983df49f8b13b757c8,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",0fb50b7628f671f42e3822cf7cf2d4d0c0575e6bfcf12be5dd1c12de19256096,0.2364044189453125
J01_g0_c0_recipient/supervised_ridge/later_giver,J01_g0_c0_recipient,J01,red,Joseph,supervised_ridge,later_giver,257, a,Susan,Joseph,0,0,1,0.0071207268249235635,0.07103556739287241,"{""Joseph"": -109.1828384399414, ""Susan"": -111.4830093383789, ""red"": -115.8796157836914, ""blue"": -117.04386138916016}","{""Joseph"": 0.07103556739287241, ""Susan"": 0.0071207268249235635, ""red"": 8.772076426260048e-05, ""blue"": 2.738274390662954e-05}",05f5bba9545eccb0de7e148764c6dd86cc7fe3c690f4289b3b06400934f26bfe,"[2130, 13, 383, 308, 1428, 373]",4c7ebcafc1d0f2a06bfbabb6ae22da5d5a82bdfab3489d289c5cdff8930812d7,0.65313720703125
J01_g0_c0_recipient/supervised_ridge/later_color,J01_g0_c0_recipient,J01,red,Joseph,supervised_ridge,later_color,2266, red,red,red,1,1,0,0.0748822172328056,0.0748822172328056,"{""Joseph"": -118.87350463867188, ""Susan"": -121.92919921875, ""red"": -115.10194396972656, ""blue"": -116.20780181884766}","{""Joseph"": 0.0017234977013552836, ""Susan"": 8.115950956887948e-05, ""red"": 0.0748822172328056, ""blue"": 0.024780538150370436}",05f5bba9545eccb0de7e148764c6dd86cc7fe3c690f4289b3b06400934f26bfe,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",3040ceff32b922560ef0add1bf9fc4ca14066e14881d226153fd2a46c807ecb2,0.469512939453125
