id,case,family,color,giver,arm,query,top_id,top_text,swap_target,original_target,swap_correct,original_correct,invalid,swap_probability,original_probability,word_logits,word_probabilities,source_measurement,output_cache_sha256,continuation_cache_sha256
J01_g0_c0_recipient/no_edit/initial_recipient,J01_g0_c0_recipient,J01,red,Joseph,no_edit,initial_recipient,14919, Susan,Joseph,Susan,0,1,0,0.04507107412925356,0.2193182099982829,"{""Joseph"": -72.16893005371094, ""Susan"": -70.5866470336914, ""red"": -80.54088592529297, ""blue"": -81.60432434082031}","{""Joseph"": 0.04507107412925356, ""Susan"": 0.2193182099982829, ""red"": 1.0423262386982133e-05, ""blue"": 3.5988043336658603e-06}",J01_g0_c0_recipient/none,b290c6eff7fe34541004dfcc14c02c626e29d06a97776ef9b37e4c46ca0cb7b5,b290c6eff7fe34541004dfcc14c02c626e29d06a97776ef9b37e4c46ca0cb7b5
J01_g0_c0_recipient/internal/initial_recipient,J01_g0_c0_recipient,J01,red,Joseph,internal,initial_recipient,7212, Joseph,Joseph,Susan,1,0,0,0.16195908772040726,0.07272606420158964,"{""Joseph"": -75.0478515625, ""Susan"": -75.84849548339844, ""red"": -84.61959075927734, ""blue"": -85.4920883178711}","{""Joseph"": 0.16195908772040726, ""Susan"": 0.07272606420158964, ""red"": 1.1283707155415729e-05, ""blue"": 4.715534550647065e-06}",J01_g0_c0_recipient/d6_internal,81a285a4efb71e4bb432769c7d967f4cfe6d4a330888b9c8c03dd4e003ff1c6f,81a285a4efb71e4bb432769c7d967f4cfe6d4a330888b9c8c03dd4e003ff1c6f
J01_g0_c0_recipient/task/initial_recipient,J01_g0_c0_recipient,J01,red,Joseph,task,initial_recipient,7212, Joseph,Joseph,Susan,1,0,0,0.21964161940440377,0.047786171098853025,"{""Joseph"": -78.02630615234375, ""Susan"": -79.55156707763672, ""red"": -87.9389419555664, ""blue"": -88.92455291748047}","{""Joseph"": 0.21964161940440377, ""Susan"": 0.047786171098853025, ""red"": 1.0882072290163178e-05, ""blue"": 4.061310599263915e-06}",J01_g0_c0_recipient/d6_task,4d326e69c10562c3ec30e76a5a4df35eff0c7fb15f4c0c9e21576f4434bb780d,4d326e69c10562c3ec30e76a5a4df35eff0c7fb15f4c0c9e21576f4434bb780d
J01_g0_c0_recipient/yoked/initial_recipient,J01_g0_c0_recipient,J01,red,Joseph,yoked,initial_recipient,262, the,Joseph,Susan,0,0,1,0.1076713527662892,0.11346448367484244,"{""Joseph"": -73.55699157714844, ""Susan"": -73.50458526611328, ""red"": -82.81434631347656, ""blue"": -83.74476623535156}","{""Joseph"": 0.1076713527662892, ""Susan"": 0.11346448367484244, ""red"": 1.0272640514698832e-05, ""blue"": 4.0514067987975605e-06}",J01_g0_c0_recipient/d6_yoked,3044592894dff0eef96d885ca2fc118943bcc08494f146983df49f8b13b757c8,3044592894dff0eef96d885ca2fc118943bcc08494f146983df49f8b13b757c8
J01_g0_c0_recipient/supervised_ridge/initial_recipient,J01_g0_c0_recipient,J01,red,Joseph,supervised_ridge,initial_recipient,7212, Joseph,Joseph,Susan,1,0,0,0.22748120544738643,0.04199640330335915,"{""Joseph"": -78.02920532226562, ""Susan"": -79.71868896484375, ""red"": -87.93684387207031, ""blue"": -88.85936737060547}","{""Joseph"": 0.22748120544738643, ""Susan"": 0.04199640330335915, ""red"": 1.1326944435754359e-05, ""blue"": 4.502626315512712e-06}",J01_g0_c0_recipient/d6_ridge,05f5bba9545eccb0de7e148764c6dd86cc7fe3c690f4289b3b06400934f26bfe,05f5bba9545eccb0de7e148764c6dd86cc7fe3c690f4289b3b06400934f26bfe
J01_g0_c0_recipient/reflection/initial_recipient,J01_g0_c0_recipient,J01,red,Joseph,reflection,initial_recipient,7212, Joseph,Joseph,Susan,1,0,0,0.22698677175961401,0.042471933213117485,"{""Joseph"": -78.43496704101562, ""Susan"": -80.11101531982422, ""red"": -88.31275939941406, ""blue"": -89.23601531982422}","{""Joseph"": 0.22698677175961401, ""Susan"": 0.042471933213117485, ""red"": 1.1644741004619375e-05, ""blue"": 4.625565999607165e-06}",J01_g0_c0_recipient/reflection,03ab2136d2b7c976ad3f18fe5957fa37b4020ce6b873846594134c5d788780e2,03ab2136d2b7c976ad3f18fe5957fa37b4020ce6b873846594134c5d788780e2
J01_g0_c0_recipient/residual_donor/initial_recipient,J01_g0_c0_recipient,J01,red,Joseph,residual_donor,initial_recipient,7212, Joseph,Joseph,Susan,1,0,0,0.38117263358322456,0.004501769945830248,"{""Joseph"": -80.99739837646484, ""Susan"": -85.4361801147461, ""red"": -91.24894714355469, ""blue"": -91.82312774658203}","{""Joseph"": 0.38117263358322456, ""Susan"": 0.004501769945830248, ""red"": 1.3456454654760649e-05, ""blue"": 7.578219577937343e-06}",J01_g0_c0_recipient/donor,455bc13736ea55a3d8e30839c3613fa69e47bda04f11d28763565e951c4a78e6,455bc13736ea55a3d8e30839c3613fa69e47bda04f11d28763565e951c4a78e6
J01_g0_c0_recipient/prefix_donor/initial_recipient,J01_g0_c0_recipient,J01,red,Joseph,prefix_donor,initial_recipient,7212, Joseph,Joseph,Susan,1,0,0,0.4769017772338846,0.0037595836977922467,"{""Joseph"": -81.19608306884766, ""Susan"": -86.0390853881836, ""red"": -91.77706146240234, ""blue"": -92.21919250488281}","{""Joseph"": 0.4769017772338846, ""Susan"": 0.0037595836977922467, ""red"": 1.2110676723262997e-05, ""blue"": 7.7831130637262e-06}",J01_g1_c0_recipient/none,22556573696b5fd6b20ea4522a416311f1ff85522e6af6ba4d6350434043d5eb,22556573696b5fd6b20ea4522a416311f1ff85522e6af6ba4d6350434043d5eb
J01_g0_c0_recipient/internal_restore_upper/initial_recipient,J01_g0_c0_recipient,J01,red,Joseph,internal_restore_upper,initial_recipient,7212, Joseph,Joseph,Susan,1,0,0,0.16195908772040726,0.07272606420158964,"{""Joseph"": -75.0478515625, ""Susan"": -75.84849548339844, ""red"": -84.61959075927734, ""blue"": -85.4920883178711}","{""Joseph"": 0.16195908772040726, ""Susan"": 0.07272606420158964, ""red"": 1.1283707155415729e-05, ""blue"": 4.715534550647065e-06}",J01_g0_c0_recipient/d6_internal,81a285a4efb71e4bb432769c7d967f4cfe6d4a330888b9c8c03dd4e003ff1c6f,b290c6eff7fe34541004dfcc14c02c626e29d06a97776ef9b37e4c46ca0cb7b5
J01_g0_c0_recipient/internal_restore_lower/initial_recipient,J01_g0_c0_recipient,J01,red,Joseph,internal_restore_lower,initial_recipient,7212, Joseph,Joseph,Susan,1,0,0,0.16195908772040726,0.07272606420158964,"{""Joseph"": -75.0478515625, ""Susan"": -75.84849548339844, ""red"": -84.61959075927734, ""blue"": -85.4920883178711}","{""Joseph"": 0.16195908772040726, ""Susan"": 0.07272606420158964, ""red"": 1.1283707155415729e-05, ""blue"": 4.715534550647065e-06}",J01_g0_c0_recipient/d6_internal,81a285a4efb71e4bb432769c7d967f4cfe6d4a330888b9c8c03dd4e003ff1c6f,81a285a4efb71e4bb432769c7d967f4cfe6d4a330888b9c8c03dd4e003ff1c6f
