id,case,family,color,giver,arm,query,top_id,top_text,swap_target,original_target,swap_correct,original_correct,invalid,swap_probability,original_probability,word_logits,word_probabilities,input_cache_sha256,suffix_ids,output_cache_sha256,max_logit_change_vs_unedited
J04_g0_c0_recipient/no_edit/later_giver,J04_g0_c0_recipient,J04,red,William,no_edit,later_giver,257, a,Elizabeth,William,0,0,1,0.014184214974277418,0.026919169351294184,"{""William"": -105.5474853515625, ""Elizabeth"": -106.18819427490234, ""red"": -111.39371490478516, ""blue"": -112.24169158935547}","{""William"": 0.026919169351294184, ""Elizabeth"": 0.014184214974277418, ""red"": 7.781734687434193e-05, ""blue"": 3.332766021538591e-05}",5a10ea0e458c448907970c6ba7d0bccdffff3a2389f38fdec5fdc1880ca2b7d9,"[2130, 13, 383, 308, 1428, 373]",be389ed938f718fe4585d39589774e8b51ebd7504ef1ef874a56a31e3ca8ed49,0.0
J04_g0_c0_recipient/no_edit/later_color,J04_g0_c0_recipient,J04,red,William,no_edit,later_color,2266, red,red,red,1,1,0,0.06330025734942589,0.06330025734942589,"{""William"": -119.78071594238281, ""Elizabeth"": -121.50556182861328, ""red"": -115.69111633300781, ""blue"": -116.94353485107422}","{""William"": 0.0010600221300573265, ""Elizabeth"": 0.00018889648716568036, ""red"": 0.06330025734942589, ""blue"": 0.018092018544519643}",5a10ea0e458c448907970c6ba7d0bccdffff3a2389f38fdec5fdc1880ca2b7d9,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",4ed4873ab10724fe8b0640e31825662a60f0b72120ccae434a40eac2bf2e4491,0.0
J04_g0_c0_recipient/internal/later_giver,J04_g0_c0_recipient,J04,red,William,internal,later_giver,257, a,Elizabeth,William,0,0,1,0.014098387053803105,0.028723265276383796,"{""William"": -105.5593490600586, ""Elizabeth"": -106.27099609375, ""red"": -111.4482421875, ""blue"": -112.30951690673828}","{""William"": 0.028723265276383796, ""Elizabeth"": 0.014098387053803105, ""red"": 7.956462485695356e-05, ""blue"": 3.362584149516126e-05}",1ada01236d9481aafd2ff0f9ffd1c1337a114ad985660ad16ec72f26558a0b33,"[2130, 13, 383, 308, 1428, 373]",4b309f3922d9fd453f94fc955e3865637669f7dbfac7badac93163d3fe548882,0.368927001953125
J04_g0_c0_recipient/internal/later_color,J04_g0_c0_recipient,J04,red,William,internal,later_color,2266, red,red,red,1,1,0,0.06826434194261957,0.06826434194261957,"{""William"": -120.00621032714844, ""Elizabeth"": -121.75251007080078, ""red"": -115.91780090332031, ""blue"": -117.16616821289062}","{""William"": 0.0011445117496162122, ""Elizabeth"": 0.00019962361367087096, ""red"": 0.06826434194261957, ""blue"": 0.019590019762710246}",1ada01236d9481aafd2ff0f9ffd1c1337a114ad985660ad16ec72f26558a0b33,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",e2b0fe7f701c7ad8f94a470bb98ea2ee095fcdb856ad0e13f4d967a966c307aa,0.63677978515625
J04_g0_c0_recipient/task/later_giver,J04_g0_c0_recipient,J04,red,William,task,later_giver,257, a,Elizabeth,William,0,0,1,0.014486593873816957,0.027460538995062317,"{""William"": -105.46192932128906, ""Elizabeth"": -106.10145568847656, ""red"": -111.32089233398438, ""blue"": -112.19060516357422}","{""William"": 0.027460538995062317, ""Elizabeth"": 0.014486593873816957, ""red"": 7.837792311688955e-05, ""blue"": 3.284598335692314e-05}",8153b3ffdbde16bbafa83b9236646c8296b9bb78eb21e49024763a2ded055196,"[2130, 13, 383, 308, 1428, 373]",ed73ed01634e5c0fdc6f0152f3cdd63aeddcb3ceb76ec58f4690672250911efb,0.178466796875
J04_g0_c0_recipient/task/later_color,J04_g0_c0_recipient,J04,red,William,task,later_color,2266, red,red,red,1,1,0,0.06576439556590209,0.06576439556590209,"{""William"": -120.40059661865234, ""Elizabeth"": -122.0724868774414, ""red"": -116.26126861572266, ""blue"": -117.52130889892578}","{""William"": 0.0010478606276081795, ""Elizabeth"": 0.0001968841743416222, ""red"": 0.06576439556590209, ""blue"": 0.018653584161336865}",8153b3ffdbde16bbafa83b9236646c8296b9bb78eb21e49024763a2ded055196,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",13df58ca37f24c5edf611a213ec165043020434fbf4f52b5e0e26153b91586a3,0.9524993896484375
J04_g0_c0_recipient/yoked/later_giver,J04_g0_c0_recipient,J04,red,William,yoked,later_giver,257, a,Elizabeth,William,0,0,1,0.01415621704753027,0.02645556941645811,"{""William"": -105.91012573242188, ""Elizabeth"": -106.53543853759766, ""red"": -111.68792724609375, ""blue"": -112.5509262084961}","{""William"": 0.02645556941645811, ""Elizabeth"": 0.01415621704753027, ""red"": 8.189356901727291e-05, ""blue"": 3.4550482071992886e-05}",6622000f6064dedb5e7857165b4981c800ce47aa91082437c45a639f5bff2733,"[2130, 13, 383, 308, 1428, 373]",c9793463c7f5772c89ea4813402c46176c62787e205ba82a04df58bd56061195,0.55810546875
J04_g0_c0_recipient/yoked/later_color,J04_g0_c0_recipient,J04,red,William,yoked,later_color,2266, red,red,red,1,1,0,0.06791815468810287,0.06791815468810287,"{""William"": -120.76294708251953, ""Elizabeth"": -122.44470977783203, ""red"": -116.60504913330078, ""blue"": -117.87848663330078}","{""William"": 0.001062267127325311, ""Elizabeth"": 0.00019763027896076713, ""red"": 0.06791815468810287, ""blue"": 0.019008112709233808}",6622000f6064dedb5e7857165b4981c800ce47aa91082437c45a639f5bff2733,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",44dced5c91a8a2c55eb89ba575eeb23f01ce685070106bc61766b90d8fdcd8ed,1.318695068359375
J04_g0_c0_recipient/supervised_ridge/later_giver,J04_g0_c0_recipient,J04,red,William,supervised_ridge,later_giver,257, a,Elizabeth,William,0,0,1,0.014176249697283077,0.027873312570595353,"{""William"": -105.93519592285156, ""Elizabeth"": -106.61129760742188, ""red"": -111.85455322265625, ""blue"": -112.69761657714844}","{""William"": 0.027873312570595353, ""Elizabeth"": 0.014176249697283077, ""red"": 7.489354247664645e-05, ""blue"": 3.223343658518255e-05}",ba1f9db91faa222dc96e6e28361adcfadfbf66e952a7175901d3706c63c714ec,"[2130, 13, 383, 308, 1428, 373]",ba0e92d6bec7e37abd84c86276b4ff9a9d293576ad2eeec4959c6e9808685370,0.6091766357421875
J04_g0_c0_recipient/supervised_ridge/later_color,J04_g0_c0_recipient,J04,red,William,supervised_ridge,later_color,2266, red,red,red,1,1,0,0.06700335505341282,0.06700335505341282,"{""William"": -120.72181701660156, ""Elizabeth"": -122.3864517211914, ""red"": -116.56803894042969, ""blue"": -117.8098373413086}","{""William"": 0.0010522856600107867, ""Elizabeth"": 0.00019915535365294172, ""red"": 0.06700335505341282, ""blue"": 0.0193548743603825}",ba1f9db91faa222dc96e6e28361adcfadfbf66e952a7175901d3706c63c714ec,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",eb2152cd4df418b9ca4224f17c0551dd4a7eaae99e2817190e92b12edd6fbb08,1.1412200927734375
J04_g0_c0_recipient/reflection/later_giver,J04_g0_c0_recipient,J04,red,William,reflection,later_giver,257, a,Elizabeth,William,0,0,1,0.015267269582592303,0.028928453873895036,"{""William"": -105.41979217529297, ""Elizabeth"": -106.05890655517578, ""red"": -111.34136199951172, ""blue"": -112.17703247070312}","{""William"": 0.028928453873895036, ""Elizabeth"": 0.015267269582592303, ""red"": 7.755684323678609e-05, ""blue"": 3.362738139050049e-05}",2e87b448a00bfec3af1a4464c5513224e85b1619f741755fc7cddb675591d7df,"[2130, 13, 383, 308, 1428, 373]",0ab117b4f8ce94acb06d205cb754327f6cc4f77a3a4b3c3f780dfa19bde1c9cd,0.17852783203125
J04_g0_c0_recipient/reflection/later_color,J04_g0_c0_recipient,J04,red,William,reflection,later_color,2266, red,red,red,1,1,0,0.06474735656791647,0.06474735656791647,"{""William"": -121.017578125, ""Elizabeth"": -122.71736907958984, ""red"": -116.90149688720703, ""blue"": -118.16600799560547}","{""William"": 0.0010559191678390907, ""Elizabeth"": 0.00019293936356863884, ""red"": 0.06474735656791647, ""blue"": 0.01828318465549448}",2e87b448a00bfec3af1a4464c5513224e85b1619f741755fc7cddb675591d7df,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",0a00f8710403d737fa6507a9915f3235804f352c3989fa15a72d1481a8763163,1.464019775390625
J04_g0_c0_recipient/residual_donor/later_giver,J04_g0_c0_recipient,J04,red,William,residual_donor,later_giver,257, a,Elizabeth,William,0,0,1,0.014015149399185812,0.02855956401725892,"{""William"": -105.46415710449219, ""Elizabeth"": -106.17601013183594, ""red"": -111.37996673583984, ""blue"": -112.2590560913086}","{""William"": 0.02855956401725892, ""Elizabeth"": 0.014015149399185812, ""red"": 7.701017218962756e-05, ""blue"": 3.197160496455124e-05}",56c260ba72d0f5555138c6c0d52d647979d9f4cb47d6a2b303b0a26fda46aa08,"[2130, 13, 383, 308, 1428, 373]",49f49edae7477b27a9a3ecc829be93579d6ed16935374bba7b54af711f9fdbbc,0.17307281494140625
