id,case,family,color,giver,arm,query,top_id,top_text,swap_target,original_target,swap_correct,original_correct,invalid,swap_probability,original_probability,word_logits,word_probabilities,source_measurement,output_cache_sha256,continuation_cache_sha256
J04_g0_c0_recipient/no_edit/initial_recipient,J04_g0_c0_recipient,J04,red,William,no_edit,initial_recipient,10674, Elizabeth,William,Elizabeth,0,1,0,0.013528040084920388,0.2506584754260298,"{""William"": -83.09487915039062, ""Elizabeth"": -80.17555236816406, ""red"": -89.58370208740234, ""blue"": -89.62586212158203}","{""William"": 0.013528040084920388, ""Elizabeth"": 0.2506584754260298, ""red"": 2.0567186483945475e-05, ""blue"": 1.9718097768739783e-05}",J04_g0_c0_recipient/none,5a10ea0e458c448907970c6ba7d0bccdffff3a2389f38fdec5fdc1880ca2b7d9,5a10ea0e458c448907970c6ba7d0bccdffff3a2389f38fdec5fdc1880ca2b7d9
J04_g0_c0_recipient/internal/initial_recipient,J04_g0_c0_recipient,J04,red,William,internal,initial_recipient,465, his,William,Elizabeth,0,0,1,0.11808119733251987,0.016510361647272143,"{""William"": -80.61588287353516, ""Elizabeth"": -82.58326721191406, ""red"": -89.14795684814453, ""blue"": -88.97856903076172}","{""William"": 0.11808119733251987, ""Elizabeth"": 0.016510361647272143, ""red"": 2.326741316834081e-05, ""blue"": 2.7562099502156885e-05}",J04_g0_c0_recipient/d6_internal,1ada01236d9481aafd2ff0f9ffd1c1337a114ad985660ad16ec72f26558a0b33,1ada01236d9481aafd2ff0f9ffd1c1337a114ad985660ad16ec72f26558a0b33
J04_g0_c0_recipient/task/initial_recipient,J04_g0_c0_recipient,J04,red,William,task,initial_recipient,10674, Elizabeth,William,Elizabeth,0,1,0,0.009643881641536121,0.23239295387262066,"{""William"": -81.23126220703125, ""Elizabeth"": -78.04915618896484, ""red"": -87.41958618164062, ""blue"": -87.41382598876953}","{""William"": 0.009643881641536121, ""Elizabeth"": 0.23239295387262066, ""red"": 1.9801446525192146e-05, ""blue"": 1.9915835812197168e-05}",J04_g0_c0_recipient/d6_task,8153b3ffdbde16bbafa83b9236646c8296b9bb78eb21e49024763a2ded055196,8153b3ffdbde16bbafa83b9236646c8296b9bb78eb21e49024763a2ded055196
J04_g0_c0_recipient/yoked/initial_recipient,J04_g0_c0_recipient,J04,red,William,yoked,initial_recipient,10674, Elizabeth,William,Elizabeth,0,1,0,0.0025868034426589867,0.2961220609398169,"{""William"": -76.08104705810547, ""Elizabeth"": -71.3406982421875, ""red"": -81.21253204345703, ""blue"": -81.19794464111328}","{""William"": 0.0025868034426589867, ""Elizabeth"": 0.2961220609398169, ""red"": 1.5282268199174566e-05, ""blue"": 1.55068307038408e-05}",J04_g0_c0_recipient/d6_yoked,6622000f6064dedb5e7857165b4981c800ce47aa91082437c45a639f5bff2733,6622000f6064dedb5e7857165b4981c800ce47aa91082437c45a639f5bff2733
J04_g0_c0_recipient/supervised_ridge/initial_recipient,J04_g0_c0_recipient,J04,red,William,supervised_ridge,initial_recipient,465, his,William,Elizabeth,0,0,1,0.0692174459197345,0.0905372936768275,"{""William"": -84.85459899902344, ""Elizabeth"": -84.58609008789062, ""red"": -93.03591918945312, ""blue"": -92.977294921875}","{""William"": 0.0692174459197345, ""Elizabeth"": 0.0905372936768275, ""red"": 1.9369274619669277e-05, ""blue"": 2.0538728431508548e-05}",J04_g0_c0_recipient/d6_ridge,ba1f9db91faa222dc96e6e28361adcfadfbf66e952a7175901d3706c63c714ec,ba1f9db91faa222dc96e6e28361adcfadfbf66e952a7175901d3706c63c714ec
J04_g0_c0_recipient/reflection/initial_recipient,J04_g0_c0_recipient,J04,red,William,reflection,initial_recipient,465, his,William,Elizabeth,0,0,1,0.07715821562546811,0.09796146505491934,"{""William"": -85.09925079345703, ""Elizabeth"": -84.86053466796875, ""red"": -93.37882232666016, ""blue"": -93.36782836914062}","{""William"": 0.07715821562546811, ""Elizabeth"": 0.09796146505491934, ""red"": 1.9570861617556525e-05, ""blue"": 1.9787209921721616e-05}",J04_g0_c0_recipient/reflection,2e87b448a00bfec3af1a4464c5513224e85b1619f741755fc7cddb675591d7df,2e87b448a00bfec3af1a4464c5513224e85b1619f741755fc7cddb675591d7df
J04_g0_c0_recipient/residual_donor/initial_recipient,J04_g0_c0_recipient,J04,red,William,residual_donor,initial_recipient,465, his,William,Elizabeth,0,0,1,0.08577958009619721,0.025908834825743562,"{""William"": -90.53084564208984, ""Elizabeth"": -91.72804260253906, ""red"": -98.76889038085938, ""blue"": -98.95218658447266}","{""William"": 0.08577958009619721, ""Elizabeth"": 0.025908834825743562, ""red"": 2.268018246825226e-05, ""blue"": 1.8881740057845522e-05}",J04_g0_c0_recipient/donor,56c260ba72d0f5555138c6c0d52d647979d9f4cb47d6a2b303b0a26fda46aa08,56c260ba72d0f5555138c6c0d52d647979d9f4cb47d6a2b303b0a26fda46aa08
J04_g0_c0_recipient/prefix_donor/initial_recipient,J04_g0_c0_recipient,J04,red,William,prefix_donor,initial_recipient,3977, William,William,Elizabeth,1,0,0,0.19318318206130738,0.01884986382832425,"{""William"": -91.84114837646484, ""Elizabeth"": -94.16828155517578, ""red"": -100.75931549072266, ""blue"": -101.30643463134766}","{""William"": 0.19318318206130738, ""Elizabeth"": 0.01884986382832425, ""red"": 2.5873700635564683e-05, ""blue"": 1.4970893650120191e-05}",J04_g1_c0_recipient/none,3c53a385e9c50647ddbeea72fcfff2029655b41a66ff7c38b573b9536e426e63,3c53a385e9c50647ddbeea72fcfff2029655b41a66ff7c38b573b9536e426e63
J04_g0_c0_recipient/internal_restore_upper/initial_recipient,J04_g0_c0_recipient,J04,red,William,internal_restore_upper,initial_recipient,465, his,William,Elizabeth,0,0,1,0.11808119733251987,0.016510361647272143,"{""William"": -80.61588287353516, ""Elizabeth"": -82.58326721191406, ""red"": -89.14795684814453, ""blue"": -88.97856903076172}","{""William"": 0.11808119733251987, ""Elizabeth"": 0.016510361647272143, ""red"": 2.326741316834081e-05, ""blue"": 2.7562099502156885e-05}",J04_g0_c0_recipient/d6_internal,1ada01236d9481aafd2ff0f9ffd1c1337a114ad985660ad16ec72f26558a0b33,5a10ea0e458c448907970c6ba7d0bccdffff3a2389f38fdec5fdc1880ca2b7d9
J04_g0_c0_recipient/internal_restore_lower/initial_recipient,J04_g0_c0_recipient,J04,red,William,internal_restore_lower,initial_recipient,465, his,William,Elizabeth,0,0,1,0.11808119733251987,0.016510361647272143,"{""William"": -80.61588287353516, ""Elizabeth"": -82.58326721191406, ""red"": -89.14795684814453, ""blue"": -88.97856903076172}","{""William"": 0.11808119733251987, ""Elizabeth"": 0.016510361647272143, ""red"": 2.326741316834081e-05, ""blue"": 2.7562099502156885e-05}",J04_g0_c0_recipient/d6_internal,1ada01236d9481aafd2ff0f9ffd1c1337a114ad985660ad16ec72f26558a0b33,1ada01236d9481aafd2ff0f9ffd1c1337a114ad985660ad16ec72f26558a0b33
