id,case,family,color,giver,arm,query,top_id,top_text,swap_target,original_target,swap_correct,original_correct,invalid,swap_probability,original_probability,word_logits,word_probabilities,input_cache_sha256,suffix_ids,output_cache_sha256,max_logit_change_vs_unedited
J07_g0_c0_recipient/no_edit/later_giver,J07_g0_c0_recipient,J07,red,Joseph,no_edit,later_giver,257, a,Susan,Joseph,0,0,1,0.006410256805025701,0.0883478533782014,"{""Joseph"": -113.48821258544922, ""Susan"": -116.1115951538086, ""red"": -120.21820068359375, ""blue"": -121.42273712158203}","{""Joseph"": 0.0883478533782014, ""Susan"": 0.006410256805025701, ""red"": 0.00010553567870420578, ""blue"": 3.164286360102033e-05}",075c2aeabb0f1ecff0746077cb5d9acb086934ec4465ff6b5f643961c7a703eb,"[2130, 13, 383, 308, 1428, 373]",8bd29a26787f8e4f1b2e3d418dea7d833ae467247e0314b42ee72409f8763558,0.0
J07_g0_c0_recipient/no_edit/later_color,J07_g0_c0_recipient,J07,red,Joseph,no_edit,later_color,2266, red,red,red,1,1,0,0.08187565683154034,0.08187565683154034,"{""Joseph"": -122.8261489868164, ""Susan"": -125.31282043457031, ""red"": -118.48672485351562, ""blue"": -119.74862670898438}","{""Joseph"": 0.0010679891517964065, ""Susan"": 8.884216907235117e-05, ""red"": 0.08187565683154034, ""blue"": 0.023180232332283942}",075c2aeabb0f1ecff0746077cb5d9acb086934ec4465ff6b5f643961c7a703eb,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",1ce9abc7cb8bed0b47bf4399256f964a95bea4b311c1dec37004ca49c640c15c,0.0
J07_g0_c0_recipient/internal/later_giver,J07_g0_c0_recipient,J07,red,Joseph,internal,later_giver,257, a,Susan,Joseph,0,0,1,0.006178025744040621,0.08859311816034424,"{""Joseph"": -113.38429260253906, ""Susan"": -116.04734802246094, ""red"": -120.10983276367188, ""blue"": -121.30164337158203}","{""Joseph"": 0.08859311816034424, ""Susan"": 0.006178025744040621, ""red"": 0.00010630042668500963, ""blue"": 3.22803501752725e-05}",9ab99b10bf96edfd7955c7d13919b10a41db237269e8fa866cda981c8920a8f6,"[2130, 13, 383, 308, 1428, 373]",7b74fc6ffeab6ce9d4ed772e4e61035800c9cc4c4c384ba318196e8df01a6f4f,0.23492431640625
J07_g0_c0_recipient/internal/later_color,J07_g0_c0_recipient,J07,red,Joseph,internal,later_color,2266, red,red,red,1,1,0,0.0836292238881568,0.0836292238881568,"{""Joseph"": -122.46708679199219, ""Susan"": -124.98686218261719, ""red"": -118.10226440429688, ""blue"": -119.34831237792969}","{""Joseph"": 0.0010635056192219992, ""Susan"": 8.558846571153018e-05, ""red"": 0.0836292238881568, ""blue"": 0.024055052398147245}",9ab99b10bf96edfd7955c7d13919b10a41db237269e8fa866cda981c8920a8f6,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",12df905896682212aa0c4486a8ee05330d48458e8b46b0a9bd648e9fd664a2ee,0.4939117431640625
J07_g0_c0_recipient/task/later_giver,J07_g0_c0_recipient,J07,red,Joseph,task,later_giver,257, a,Susan,Joseph,0,0,1,0.006648588217848548,0.08322009829058362,"{""Joseph"": -112.67083740234375, ""Susan"": -115.19792175292969, ""red"": -119.36991882324219, ""blue"": -120.56588745117188}","{""Joseph"": 0.08322009829058362, ""Susan"": 0.006648588217848548, ""red"": 0.00010253074888688791, ""blue"": 3.100641488343376e-05}",5a38ff22c32e06e9e4f59513a05c47613cfa65d3246807a363138f8f5532828b,"[2130, 13, 383, 308, 1428, 373]",96d8e3f001a3d48837f45d8826d434395f5f22ae644ca48100eef77e17e0b822,1.083648681640625
J07_g0_c0_recipient/task/later_color,J07_g0_c0_recipient,J07,red,Joseph,task,later_color,2266, red,red,red,1,1,0,0.07841868102493303,0.07841868102493303,"{""Joseph"": -122.20310974121094, ""Susan"": -124.73193359375, ""red"": -118.00532531738281, ""blue"": -119.23672485351562}","{""Joseph"": 0.0011785416137224834, ""Susan"": 9.399195372789112e-05, ""red"": 0.07841868102493303, ""blue"": 0.022889141807144475}",5a38ff22c32e06e9e4f59513a05c47613cfa65d3246807a363138f8f5532828b,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",8c330851e623873f117bae951d05f6126ecb5e4076b72ca862d9cb36502db146,0.733489990234375
J07_g0_c0_recipient/yoked/later_giver,J07_g0_c0_recipient,J07,red,Joseph,yoked,later_giver,257, a,Susan,Joseph,0,0,1,0.006483269253864813,0.08489880391425347,"{""Joseph"": -112.76807403564453, ""Susan"": -115.3403091430664, ""red"": -119.44928741455078, ""blue"": -120.63834381103516}","{""Joseph"": 0.08489880391425347, ""Susan"": 0.006483269253864813, ""red"": 0.000106484763067215, ""blue"": 3.242551161981481e-05}",0d032add265fc589709de71ba787b42f499cd40f4596fa0d33b104037c6b0ae6,"[2130, 13, 383, 308, 1428, 373]",486f64de769779189022e087fe686c4a7d051cc938e9f7ba73848a5f634197fb,0.9817047119140625
J07_g0_c0_recipient/yoked/later_color,J07_g0_c0_recipient,J07,red,Joseph,yoked,later_color,2266, red,red,red,1,1,0,0.078983048791275,0.078983048791275,"{""Joseph"": -122.50865173339844, ""Susan"": -125.0191879272461, ""red"": -118.2687759399414, ""blue"": -119.53077697753906}","{""Joseph"": 0.0011380968798098256, ""Susan"": 9.244154962649397e-05, ""red"": 0.078983048791275, ""blue"": 0.0223590736733715}",0d032add265fc589709de71ba787b42f499cd40f4596fa0d33b104037c6b0ae6,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",76092964a5b5da27758f43652359afa7404ffc49f87b031552a6b1354641351d,0.42755126953125
J07_g0_c0_recipient/supervised_ridge/later_giver,J07_g0_c0_recipient,J07,red,Joseph,supervised_ridge,later_giver,257, a,Susan,Joseph,0,0,1,0.006467962871178743,0.08539327838629637,"{""Joseph"": -113.27608489990234, ""Susan"": -115.85649108886719, ""red"": -119.98543548583984, ""blue"": -121.16273498535156}","{""Joseph"": 0.08539327838629637, ""Susan"": 0.006467962871178743, ""red"": 0.00010413332854567133, ""blue"": 3.2084485123525376e-05}",2449c39c906d4f8a6d466b29c16a48f6a88eb808742fe74a724663941b1148f7,"[2130, 13, 383, 308, 1428, 373]",f23ef158023291d77254445ed53dddc5d75713e23ce7ee21e213ecae969f78bc,0.40228271484375
J07_g0_c0_recipient/supervised_ridge/later_color,J07_g0_c0_recipient,J07,red,Joseph,supervised_ridge,later_color,2266, red,red,red,1,1,0,0.07800103562479892,0.07800103562479892,"{""Joseph"": -122.80599212646484, ""Susan"": -125.2865219116211, ""red"": -118.4986343383789, ""blue"": -119.73750305175781}","{""Joseph"": 0.0010506030322658473, ""Susan"": 8.793428811577533e-05, ""red"": 0.07800103562479892, ""blue"": 0.02259781884784766}",2449c39c906d4f8a6d466b29c16a48f6a88eb808742fe74a724663941b1148f7,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",de34d164986c3282ca3571d0c5b1eb971628f0e87078b65b9e74de47866e180f,0.2210235595703125
