id,case,family,color,giver,arm,query,top_id,top_text,swap_target,original_target,swap_correct,original_correct,invalid,swap_probability,original_probability,word_logits,word_probabilities,source_measurement,output_cache_sha256,continuation_cache_sha256
J00_g0_c0_recipient/no_edit/initial_recipient,J00_g0_c0_recipient,J00,red,William,no_edit,initial_recipient,10674, Elizabeth,William,Elizabeth,0,1,0,0.006678213908653978,0.21365241184267394,"{""William"": -78.29658508300781, ""Elizabeth"": -74.83108520507812, ""red"": -84.18267822265625, ""blue"": -84.4256591796875}","{""William"": 0.006678213908653978, ""Elizabeth"": 0.21365241184267394, ""red"": 1.855079624119952e-05, ""blue"": 1.4549138105897541e-05}",J00_g0_c0_recipient/none,682fade2b616214a004159428f03ea6e9c5acfde1d640cf92faca7c1d147e0cc,682fade2b616214a004159428f03ea6e9c5acfde1d640cf92faca7c1d147e0cc
J00_g0_c0_recipient/internal/initial_recipient,J00_g0_c0_recipient,J00,red,William,internal,initial_recipient,262, the,William,Elizabeth,0,0,1,0.06620394976581538,0.023840855075036686,"{""William"": -78.92990112304688, ""Elizabeth"": -79.95124053955078, ""red"": -86.85981750488281, ""blue"": -86.83357238769531}","{""William"": 0.06620394976581538, ""Elizabeth"": 0.023840855075036686, ""red"": 2.3821273415944458e-05, ""blue"": 2.4454741894529646e-05}",J00_g0_c0_recipient/d6_internal,5d5451e3e027b99be59c82026511ad0ae8ddeb430080bd33c759d492c14ab7f8,5d5451e3e027b99be59c82026511ad0ae8ddeb430080bd33c759d492c14ab7f8
J00_g0_c0_recipient/task/initial_recipient,J00_g0_c0_recipient,J00,red,William,task,initial_recipient,3977, William,William,Elizabeth,1,0,0,0.13322066493231668,0.01096750243093864,"{""William"": -79.1767349243164, ""Elizabeth"": -81.6738052368164, ""red"": -87.6539306640625, ""blue"": -87.67574310302734}","{""William"": 0.13322066493231668, ""Elizabeth"": 0.01096750243093864, ""red"": 2.773143001240475e-05, ""blue"": 2.7133089246717546e-05}",J00_g0_c0_recipient/d6_task,eab63f321a9e42aede0f304515a5d93636b3268a201eeb6f9845046d0c72ea13,eab63f321a9e42aede0f304515a5d93636b3268a201eeb6f9845046d0c72ea13
J00_g0_c0_recipient/yoked/initial_recipient,J00_g0_c0_recipient,J00,red,William,yoked,initial_recipient,262, the,William,Elizabeth,0,0,1,0.04318987890114887,0.043069774099974194,"{""William"": -80.24852752685547, ""Elizabeth"": -80.25131225585938, ""red"": -87.8040542602539, ""blue"": -87.84114074707031}","{""William"": 0.04318987890114887, ""Elizabeth"": 0.043069774099974194, ""red"": 2.259739713638611e-05, ""blue"": 2.1774689036367993e-05}",J00_g0_c0_recipient/d6_yoked,3b3af88fe0aa7c4fc865cd4a4c1e6d65719ba54af8b1c52046f06db81fc5c028,3b3af88fe0aa7c4fc865cd4a4c1e6d65719ba54af8b1c52046f06db81fc5c028
J00_g0_c0_recipient/supervised_ridge/initial_recipient,J00_g0_c0_recipient,J00,red,William,supervised_ridge,initial_recipient,262, the,William,Elizabeth,0,0,1,0.045597575595593874,0.04695786007933782,"{""William"": -80.17389678955078, ""Elizabeth"": -80.14450073242188, ""red"": -87.79499053955078, ""blue"": -87.8528060913086}","{""William"": 0.045597575595593874, ""Elizabeth"": 0.04695786007933782, ""red"": 2.234306712804533e-05, ""blue"": 2.1087923392662307e-05}",J00_g0_c0_recipient/d6_ridge,d13e28bc4c7ee29966396f27b0da85569dedc239879b718d6dbfa0607d8ff8e6,d13e28bc4c7ee29966396f27b0da85569dedc239879b718d6dbfa0607d8ff8e6
J00_g0_c0_recipient/reflection/initial_recipient,J00_g0_c0_recipient,J00,red,William,reflection,initial_recipient,262, the,William,Elizabeth,0,0,1,0.045878969183204145,0.04543484611927678,"{""William"": -80.07601165771484, ""Elizabeth"": -80.08573913574219, ""red"": -87.7385025024414, ""blue"": -87.78401184082031}","{""William"": 0.045878969183204145, ""Elizabeth"": 0.04543484611927678, ""red"": 2.1569305418167197e-05, ""blue"": 2.0609701678818163e-05}",J00_g0_c0_recipient/reflection,0e37bbeb6bbf1a93593da8b86b4c2a879d2f2ff179c76120e0c6382755218d3f,0e37bbeb6bbf1a93593da8b86b4c2a879d2f2ff179c76120e0c6382755218d3f
J00_g0_c0_recipient/residual_donor/initial_recipient,J00_g0_c0_recipient,J00,red,William,residual_donor,initial_recipient,262, the,William,Elizabeth,0,0,1,0.07658555235909559,0.019307949589417044,"{""William"": -81.97509765625, ""Elizabeth"": -83.35298919677734, ""red"": -90.08247375488281, ""blue"": -90.19931030273438}","{""William"": 0.07658555235909559, ""Elizabeth"": 0.019307949589417044, ""red"": 2.30758733456859e-05, ""blue"": 2.0531310860258237e-05}",J00_g0_c0_recipient/donor,c61e52e504c2205cbe4e18d585d2d84ef974affe9ae6fc04d07e743592a40fdc,c61e52e504c2205cbe4e18d585d2d84ef974affe9ae6fc04d07e743592a40fdc
J00_g0_c0_recipient/prefix_donor/initial_recipient,J00_g0_c0_recipient,J00,red,William,prefix_donor,initial_recipient,3977, William,William,Elizabeth,1,0,0,0.13810285802342825,0.02091270457686201,"{""William"": -80.42301177978516, ""Elizabeth"": -82.31065368652344, ""red"": -88.9706039428711, ""blue"": -89.46709442138672}","{""William"": 0.13810285802342825, ""Elizabeth"": 0.02091270457686201, ""red"": 2.6793568340363757e-05, ""blue"": 1.6308254536316903e-05}",J00_g1_c0_recipient/none,aa5b102a682ee36676a10bd25a623e8145132e3c0c56197cf7b28c5ef574792d,aa5b102a682ee36676a10bd25a623e8145132e3c0c56197cf7b28c5ef574792d
J00_g0_c0_recipient/internal_restore_upper/initial_recipient,J00_g0_c0_recipient,J00,red,William,internal_restore_upper,initial_recipient,262, the,William,Elizabeth,0,0,1,0.06620394976581538,0.023840855075036686,"{""William"": -78.92990112304688, ""Elizabeth"": -79.95124053955078, ""red"": -86.85981750488281, ""blue"": -86.83357238769531}","{""William"": 0.06620394976581538, ""Elizabeth"": 0.023840855075036686, ""red"": 2.3821273415944458e-05, ""blue"": 2.4454741894529646e-05}",J00_g0_c0_recipient/d6_internal,5d5451e3e027b99be59c82026511ad0ae8ddeb430080bd33c759d492c14ab7f8,682fade2b616214a004159428f03ea6e9c5acfde1d640cf92faca7c1d147e0cc
J00_g0_c0_recipient/internal_restore_lower/initial_recipient,J00_g0_c0_recipient,J00,red,William,internal_restore_lower,initial_recipient,262, the,William,Elizabeth,0,0,1,0.06620394976581538,0.023840855075036686,"{""William"": -78.92990112304688, ""Elizabeth"": -79.95124053955078, ""red"": -86.85981750488281, ""blue"": -86.83357238769531}","{""William"": 0.06620394976581538, ""Elizabeth"": 0.023840855075036686, ""red"": 2.3821273415944458e-05, ""blue"": 2.4454741894529646e-05}",J00_g0_c0_recipient/d6_internal,5d5451e3e027b99be59c82026511ad0ae8ddeb430080bd33c759d492c14ab7f8,5d5451e3e027b99be59c82026511ad0ae8ddeb430080bd33c759d492c14ab7f8
J00_g0_c1_recipient/no_edit/initial_recipient,J00_g0_c1_recipient,J00,blue,William,no_edit,initial_recipient,10674, Elizabeth,William,Elizabeth,0,1,0,0.007945970594270243,0.21275322228891136,"{""William"": -79.74859619140625, ""Elizabeth"": -76.46112823486328, ""red"": -85.8538589477539, ""blue"": -85.86310577392578}","{""William"": 0.007945970594270243, ""Elizabeth"": 0.21275322228891136, ""red"": 1.7728215729076557e-05, ""blue"": 1.7565041584035473e-05}",J00_g0_c1_recipient/none,bacaf219be606cb1b09504b44d8070c1d2dc9584e9a16f7075ef8ae97461d341,bacaf219be606cb1b09504b44d8070c1d2dc9584e9a16f7075ef8ae97461d341
J00_g0_c1_recipient/internal/initial_recipient,J00_g0_c1_recipient,J00,blue,William,internal,initial_recipient,262, the,William,Elizabeth,0,0,1,0.054973941614847886,0.035861308862904825,"{""William"": -80.29878997802734, ""Elizabeth"": -80.72599029541016, ""red"": -88.11012268066406, ""blue"": -87.89492797851562}","{""William"": 0.054973941614847886, ""Elizabeth"": 0.035861308862904825, ""red"": 2.227092153416802e-05, ""blue"": 2.761824382849034e-05}",J00_g0_c1_recipient/d6_internal,37de6bebb88035e907570e874c7405f3f6655e0b4a85a03b7045c1bb5b4819af,37de6bebb88035e907570e874c7405f3f6655e0b4a85a03b7045c1bb5b4819af
J00_g0_c1_recipient/task/initial_recipient,J00_g0_c1_recipient,J00,blue,William,task,initial_recipient,3977, William,William,Elizabeth,1,0,0,0.13901655092988513,0.014436525014111171,"{""William"": -81.45042419433594, ""Elizabeth"": -83.71525573730469, ""red"": -90.11213684082031, ""blue"": -89.96267700195312}","{""William"": 0.13901655092988513, ""Elizabeth"": 0.014436525014111171, ""red"": 2.4062043248276465e-05, ""blue"": 2.7941009071779625e-05}",J00_g0_c1_recipient/d6_task,6ded4ce46265a22cb3bf9d3db84639d58773aa116bff8863a68eaa1595fceaf2,6ded4ce46265a22cb3bf9d3db84639d58773aa116bff8863a68eaa1595fceaf2
J00_g0_c1_recipient/yoked/initial_recipient,J00_g0_c1_recipient,J00,blue,William,yoked,initial_recipient,262, the,William,Elizabeth,0,0,1,0.04965929691977013,0.037564679096900845,"{""William"": -81.8262710571289, ""Elizabeth"": -82.10539245605469, ""red"": -89.4883041381836, ""blue"": -89.32556915283203}","{""William"": 0.04965929691977013, ""Elizabeth"": 0.037564679096900845, ""red"": 2.3357259146739204e-05, ""blue"": 2.7485066075888852e-05}",J00_g0_c1_recipient/d6_yoked,85160e58162442989cab39b128498bc40eadfeca2c4abbf66e28526139ca53c3,85160e58162442989cab39b128498bc40eadfeca2c4abbf66e28526139ca53c3
