id,case,family,color,giver,arm,query,top_id,top_text,swap_target,original_target,swap_correct,original_correct,invalid,swap_probability,original_probability,word_logits,word_probabilities,source_measurement,output_cache_sha256,continuation_cache_sha256
J06_g0_c0_recipient/no_edit/initial_recipient,J06_g0_c0_recipient,J06,red,William,no_edit,initial_recipient,262, the,William,Elizabeth,0,0,1,0.008437591155319814,0.0052601664989753855,"{""William"": -100.92528533935547, ""Elizabeth"": -101.39781951904297, ""red"": -106.17192840576172, ""blue"": -107.95536041259766}","{""William"": 0.008437591155319814, ""Elizabeth"": 0.0052601664989753855, ""red"": 4.442529757159344e-05, ""blue"": 7.466132037237972e-06}",J06_g0_c0_recipient/none,59703eb71645bb6689df77db242d1c1918a25bc0bd2f8882805269de40933584,59703eb71645bb6689df77db242d1c1918a25bc0bd2f8882805269de40933584
J06_g0_c0_recipient/internal/initial_recipient,J06_g0_c0_recipient,J06,red,William,internal,initial_recipient,262, the,William,Elizabeth,0,0,1,0.010257879504756777,0.002970853737135811,"{""William"": -96.58406829833984, ""Elizabeth"": -97.8232650756836, ""red"": -101.99592590332031, ""blue"": -103.78409576416016}","{""William"": 0.010257879504756777, ""Elizabeth"": 0.002970853737135811, ""red"": 4.578441807060435e-05, ""blue"": 7.658176921289586e-06}",J06_g0_c0_recipient/d6_internal,44b30810ca55f8177b7966904138005002f3912476ce0af584a39406d0b1740b,44b30810ca55f8177b7966904138005002f3912476ce0af584a39406d0b1740b
J06_g0_c0_recipient/task/initial_recipient,J06_g0_c0_recipient,J06,red,William,task,initial_recipient,262, the,William,Elizabeth,0,0,1,0.0005493484829052081,0.01869037462424152,"{""William"": -90.7944564819336, ""Elizabeth"": -87.26742553710938, ""red"": -93.53288269042969, ""blue"": -95.09356689453125}","{""William"": 0.0005493484829052081, ""Elizabeth"": 0.01869037462424152, ""red"": 3.552749099538595e-05, ""blue"": 7.46050112526121e-06}",J06_g0_c0_recipient/d6_task,4c3a451fb749c33e0db921758f2cf46e23df939a4939d84dd5250e393f038133,4c3a451fb749c33e0db921758f2cf46e23df939a4939d84dd5250e393f038133
J06_g0_c0_recipient/yoked/initial_recipient,J06_g0_c0_recipient,J06,red,William,yoked,initial_recipient,465, his,William,Elizabeth,0,0,1,0.0010458697483260884,0.010252853413575852,"{""William"": -92.8676986694336, ""Elizabeth"": -90.58499145507812, ""red"": -96.3927001953125, ""blue"": -97.94679260253906}","{""William"": 0.0010458697483260884, ""Elizabeth"": 0.010252853413575852, ""red"": 3.08027073596394e-05, ""blue"": 6.511111507833908e-06}",J06_g0_c0_recipient/d6_yoked,43b75e2676720bd614299979b908548fff3210b723061afb12739bbd54e6ce57,43b75e2676720bd614299979b908548fff3210b723061afb12739bbd54e6ce57
J06_g0_c0_recipient/supervised_ridge/initial_recipient,J06_g0_c0_recipient,J06,red,William,supervised_ridge,initial_recipient,262, the,William,Elizabeth,0,0,1,0.008621297317533189,0.0079460084219651,"{""William"": -98.87267303466797, ""Elizabeth"": -98.95423889160156, ""red"": -104.27418518066406, ""blue"": -105.91021728515625}","{""William"": 0.008621297317533189, ""Elizabeth"": 0.0079460084219651, ""red"": 3.8879950529866214e-05, ""blue"": 7.571919505314007e-06}",J06_g0_c0_recipient/d6_ridge,b1e7258c34124e11c330b615c7bf109e4bc8863becebc72a85dc65a2a0010783,b1e7258c34124e11c330b615c7bf109e4bc8863becebc72a85dc65a2a0010783
J06_g0_c0_recipient/reflection/initial_recipient,J06_g0_c0_recipient,J06,red,William,reflection,initial_recipient,262, the,William,Elizabeth,0,0,1,0.009025702023052036,0.008284788108868794,"{""William"": -98.98674774169922, ""Elizabeth"": -99.07240295410156, ""red"": -104.48023986816406, ""blue"": -106.10311126708984}","{""William"": 0.009025702023052036, ""Elizabeth"": 0.008284788108868794, ""red"": 3.71268133434779e-05, ""blue"": 7.326281154684307e-06}",J06_g0_c0_recipient/reflection,89ea7e3ac3f984bcd4eb57d234544579b2d778007c613826bd69b01a89011ef9,89ea7e3ac3f984bcd4eb57d234544579b2d778007c613826bd69b01a89011ef9
J06_g0_c0_recipient/residual_donor/initial_recipient,J06_g0_c0_recipient,J06,red,William,residual_donor,initial_recipient,262, the,William,Elizabeth,0,0,1,0.012263924544026894,0.004005644411719548,"{""William"": -101.04100036621094, ""Elizabeth"": -102.15995788574219, ""red"": -106.55776977539062, ""blue"": -108.4228515625}","{""William"": 0.012263924544026894, ""Elizabeth"": 0.004005644411719548, ""red"": 4.928638411946168e-05, ""blue"": 7.633649739358183e-06}",J06_g0_c0_recipient/donor,b310c99a95eac36e1897e941aecd51df2057264f3e4a8612d9c7c54a7a2805b0,b310c99a95eac36e1897e941aecd51df2057264f3e4a8612d9c7c54a7a2805b0
J06_g0_c0_recipient/prefix_donor/initial_recipient,J06_g0_c0_recipient,J06,red,William,prefix_donor,initial_recipient,262, the,William,Elizabeth,0,0,1,0.010799845980327641,0.01159211383150427,"{""William"": -101.53958129882812, ""Elizabeth"": -101.46878814697266, ""red"": -106.72632598876953, ""blue"": -108.65038299560547}","{""William"": 0.010799845980327641, ""Elizabeth"": 0.01159211383150427, ""red"": 6.03730287893783e-05, ""blue"": 8.81527008959069e-06}",J06_g1_c0_recipient/none,f900da86ff6d0a38c0a6e6a68c39d6c6b0f3c002e0fecc603bce753c1db99695,f900da86ff6d0a38c0a6e6a68c39d6c6b0f3c002e0fecc603bce753c1db99695
J06_g0_c0_recipient/internal_restore_upper/initial_recipient,J06_g0_c0_recipient,J06,red,William,internal_restore_upper,initial_recipient,262, the,William,Elizabeth,0,0,1,0.010257879504756777,0.002970853737135811,"{""William"": -96.58406829833984, ""Elizabeth"": -97.8232650756836, ""red"": -101.99592590332031, ""blue"": -103.78409576416016}","{""William"": 0.010257879504756777, ""Elizabeth"": 0.002970853737135811, ""red"": 4.578441807060435e-05, ""blue"": 7.658176921289586e-06}",J06_g0_c0_recipient/d6_internal,44b30810ca55f8177b7966904138005002f3912476ce0af584a39406d0b1740b,59703eb71645bb6689df77db242d1c1918a25bc0bd2f8882805269de40933584
J06_g0_c0_recipient/internal_restore_lower/initial_recipient,J06_g0_c0_recipient,J06,red,William,internal_restore_lower,initial_recipient,262, the,William,Elizabeth,0,0,1,0.010257879504756777,0.002970853737135811,"{""William"": -96.58406829833984, ""Elizabeth"": -97.8232650756836, ""red"": -101.99592590332031, ""blue"": -103.78409576416016}","{""William"": 0.010257879504756777, ""Elizabeth"": 0.002970853737135811, ""red"": 4.578441807060435e-05, ""blue"": 7.658176921289586e-06}",J06_g0_c0_recipient/d6_internal,44b30810ca55f8177b7966904138005002f3912476ce0af584a39406d0b1740b,44b30810ca55f8177b7966904138005002f3912476ce0af584a39406d0b1740b
