id,case,family,color,giver,arm,query,top_id,top_text,swap_target,original_target,swap_correct,original_correct,invalid,swap_probability,original_probability,word_logits,word_probabilities,input_cache_sha256,suffix_ids,output_cache_sha256,max_logit_change_vs_unedited
J06_g0_c0_recipient/no_edit/later_giver,J06_g0_c0_recipient,J06,red,William,no_edit,later_giver,257, a,Elizabeth,William,0,0,1,0.01223968640751945,0.029656858738444446,"{""William"": -105.24431610107422, ""Elizabeth"": -106.12932586669922, ""red"": -111.258056640625, ""blue"": -112.0592041015625}","{""William"": 0.029656858738444446, ""Elizabeth"": 0.01223968640751945, ""red"": 7.250881651072915e-05, ""blue"": 3.2542948217957096e-05}",59703eb71645bb6689df77db242d1c1918a25bc0bd2f8882805269de40933584,"[2130, 13, 383, 308, 1428, 373]",eb1a12575a6ee584aad05c4e92636a30e5aee9ee52f6b16055cf28e8f79ac149,0.0
J06_g0_c0_recipient/no_edit/later_color,J06_g0_c0_recipient,J06,red,William,no_edit,later_color,2266, red,red,red,1,1,0,0.08381658810358218,0.08381658810358218,"{""William"": -122.1680908203125, ""Elizabeth"": -123.78909301757812, ""red"": -117.83914184570312, ""blue"": -119.0314712524414}","{""William"": 0.001104819487635826, ""Elizabeth"": 0.0002184233263361748, ""red"": 0.08381658810358218, ""blue"": 0.025439460459412366}",59703eb71645bb6689df77db242d1c1918a25bc0bd2f8882805269de40933584,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",5c60e7207ca09b84b1409562aa6f6c9aa03c0ac6c67c24d839b3c35c2be99e3c,0.0
J06_g0_c0_recipient/internal/later_giver,J06_g0_c0_recipient,J06,red,William,internal,later_giver,257, a,Elizabeth,William,0,0,1,0.011935862079948492,0.028380794021964317,"{""William"": -104.8276596069336, ""Elizabeth"": -105.6938247680664, ""red"": -110.76679229736328, ""blue"": -111.56221008300781}","{""William"": 0.028380794021964317, ""Elizabeth"": 0.011935862079948492, ""red"": 7.476390672537966e-05, ""blue"": 3.3747875003305625e-05}",44b30810ca55f8177b7966904138005002f3912476ce0af584a39406d0b1740b,"[2130, 13, 383, 308, 1428, 373]",475d44d45167b0be33d92afe7db47a4a920deed268e12a5b26d693c86044029c,0.6480865478515625
J06_g0_c0_recipient/internal/later_color,J06_g0_c0_recipient,J06,red,William,internal,later_color,2266, red,red,red,1,1,0,0.08099286421036399,0.08099286421036399,"{""William"": -123.0577621459961, ""Elizabeth"": -124.71250915527344, ""red"": -118.69139099121094, ""blue"": -119.86038208007812}","{""William"": 0.0010283852975111153, ""Elizabeth"": 0.00019656598363892113, ""red"": 0.08099286421036399, ""blue"": 0.025162881838558082}",44b30810ca55f8177b7966904138005002f3912476ce0af584a39406d0b1740b,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",7033ef84debf6d8bc6112ebe9a1c5a6fd4e8e8361523b798541e2204c044009c,0.996551513671875
J06_g0_c0_recipient/task/later_giver,J06_g0_c0_recipient,J06,red,William,task,later_giver,257, a,Elizabeth,William,0,0,1,0.012492357928410632,0.028384020266448092,"{""William"": -104.5676040649414, ""Elizabeth"": -105.38831329345703, ""red"": -110.4952621459961, ""blue"": -111.29146575927734}","{""William"": 0.028384020266448092, ""Elizabeth"": 0.012492357928410632, ""red"": 7.563533121015584e-05, ""blue"": 3.4114410993074655e-05}",4c3a451fb749c33e0db921758f2cf46e23df939a4939d84dd5250e393f038133,"[2130, 13, 383, 308, 1428, 373]",5b484869ec95f88595bd1f31e10412e66a04781dcab1f2f9e3342765c60be26a,0.9034957885742188
J06_g0_c0_recipient/task/later_color,J06_g0_c0_recipient,J06,red,William,task,later_color,2266, red,red,red,1,1,0,0.08414393687066062,0.08414393687066062,"{""William"": -122.39447784423828, ""Elizabeth"": -124.05675506591797, ""red"": -118.06617736816406, ""blue"": -119.26445770263672}","{""William"": 0.0011098539060810531, ""Elizabeth"": 0.00021054648241546425, ""red"": 0.08414393687066062, ""blue"": 0.02538728687826351}",4c3a451fb749c33e0db921758f2cf46e23df939a4939d84dd5250e393f038133,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",abd942a4f1c492a2607e8f41a7f8a399da534a4144e0801cc762d0e2db2733bc,0.4119720458984375
J06_g0_c0_recipient/yoked/later_giver,J06_g0_c0_recipient,J06,red,William,yoked,later_giver,257, a,Elizabeth,William,0,0,1,0.012357121148694195,0.028697430276999687,"{""William"": -104.57042694091797, ""Elizabeth"": -105.41300201416016, ""red"": -110.54163360595703, ""blue"": -111.32026672363281}","{""William"": 0.028697430276999687, ""Elizabeth"": 0.012357121148694195, ""red"": 7.321176962822184e-05, ""blue"": 3.3606620210557116e-05}",43b75e2676720bd614299979b908548fff3210b723061afb12739bbd54e6ce57,"[2130, 13, 383, 308, 1428, 373]",d34c17537ebbdd8bfd07b6e3e1b470ca0e3228f8b34dabf22f06944909f564dc,0.8830032348632812
J06_g0_c0_recipient/yoked/later_color,J06_g0_c0_recipient,J06,red,William,yoked,later_color,2266, red,red,red,1,1,0,0.08250737061461114,0.08250737061461114,"{""William"": -122.48058319091797, ""Elizabeth"": -124.1143798828125, ""red"": -118.16588592529297, ""blue"": -119.36576843261719}","{""William"": 0.0011031727700628103, ""Elizabeth"": 0.00021532509407993133, ""red"": 0.08250737061461114, ""blue"": 0.02485366242097676}",43b75e2676720bd614299979b908548fff3210b723061afb12739bbd54e6ce57,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",f2f35c97e83311e0b3999413c70b9aebc65ba6f1993f462729aeaab81ca6c6b1,0.5146026611328125
J06_g0_c0_recipient/supervised_ridge/later_giver,J06_g0_c0_recipient,J06,red,William,supervised_ridge,later_giver,257, a,Elizabeth,William,0,0,1,0.012339557332003055,0.029126800129635342,"{""William"": -104.9925765991211, ""Elizabeth"": -105.85142517089844, ""red"": -110.95845794677734, ""blue"": -111.76603698730469}","{""William"": 0.029126800129635342, ""Elizabeth"": 0.012339557332003055, ""red"": 7.470392605049478e-05, ""blue"": 3.3313196434223215e-05}",b1e7258c34124e11c330b615c7bf109e4bc8863becebc72a85dc65a2a0010783,"[2130, 13, 383, 308, 1428, 373]",1cff277248926efe5a914705b1e35c878999b6cd48c1d24108185eb92e6bb35a,0.3646697998046875
J06_g0_c0_recipient/supervised_ridge/later_color,J06_g0_c0_recipient,J06,red,William,supervised_ridge,later_color,2266, red,red,red,1,1,0,0.0834155177307864,0.0834155177307864,"{""William"": -122.74163055419922, ""Elizabeth"": -124.36885833740234, ""red"": -118.3856201171875, ""blue"": -119.59379577636719}","{""William"": 0.0010701768540379807, ""Elizabeth"": 0.00021026137817363357, ""red"": 0.0834155177307864, ""blue"": 0.02491970103347125}",b1e7258c34124e11c330b615c7bf109e4bc8863becebc72a85dc65a2a0010783,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",1376782d06b84bb9787924da8affdc47e67795d7c2315a767001409437602ed2,0.7013397216796875
