id,case,family,color,giver,arm,query,top_id,top_text,swap_target,original_target,swap_correct,original_correct,invalid,swap_probability,original_probability,word_logits,word_probabilities,input_cache_sha256,suffix_ids,output_cache_sha256,max_logit_change_vs_unedited
J02_g0_c0_recipient/no_edit/later_giver,J02_g0_c0_recipient,J02,red,William,no_edit,later_giver,257, a,Elizabeth,William,0,0,1,0.012116198710875544,0.028214454891585486,"{""William"": -111.11198425292969, ""Elizabeth"": -111.957275390625, ""red"": -116.98960876464844, ""blue"": -117.8630142211914}","{""William"": 0.028214454891585486, ""Elizabeth"": 0.012116198710875544, ""red"": 7.90408809253996e-05, ""blue"": 3.300172200734376e-05}",4911b8876f1bd29be54d2a485e66a5bdfdf61a19222cb7c1f4e4e23205a78631,"[2130, 13, 383, 308, 1428, 373]",acdef2285f74ba8c5a3fbb86975cb8c44cbbd63994c2034fd76c22daba949eef,0.0
J02_g0_c0_recipient/no_edit/later_color,J02_g0_c0_recipient,J02,red,William,no_edit,later_color,2266, red,red,red,1,1,0,0.0860964474378623,0.0860964474378623,"{""William"": -120.74211120605469, ""Elizabeth"": -122.66261291503906, ""red"": -116.74998474121094, ""blue"": -118.06452941894531}","{""William"": 0.00158937631546288, ""Elizabeth"": 0.00023289675757988642, ""red"": 0.0860964474378623, ""blue"": 0.023125212486548176}",4911b8876f1bd29be54d2a485e66a5bdfdf61a19222cb7c1f4e4e23205a78631,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",aad8db0b0abbc373c326c85f273978a0a67ef39c30f893a1f2eb9858371a9894,0.0
J02_g0_c0_recipient/internal/later_giver,J02_g0_c0_recipient,J02,red,William,internal,later_giver,257, a,Elizabeth,William,0,0,1,0.01112163078737498,0.029675958625259787,"{""William"": -111.204833984375, ""Elizabeth"": -112.186279296875, ""red"": -117.10475158691406, ""blue"": -117.95973205566406}","{""William"": 0.029675958625259787, ""Elizabeth"": 0.01112163078737498, ""red"": 8.130234992916769e-05, ""blue"": 3.457719814967047e-05}",6013e6bd30d88474825a35edc38bc926ac3e437bca2cb7d374dc90674669d392,"[2130, 13, 383, 308, 1428, 373]",d205f5c9ae84d5e32641f309b2269fe7692acc22f5fc2d1d3e0e02b3ccbe5ffd,0.2818756103515625
J02_g0_c0_recipient/internal/later_color,J02_g0_c0_recipient,J02,red,William,internal,later_color,2266, red,red,red,1,1,0,0.08676321646576016,0.08676321646576016,"{""William"": -121.08765411376953, ""Elizabeth"": -123.07608032226562, ""red"": -117.1252670288086, ""blue"": -118.44424438476562}","{""William"": 0.0016500336364831823, ""Elizabeth"": 0.0002259073013108466, ""red"": 0.08676321646576016, ""blue"": 0.023201232504519848}",6013e6bd30d88474825a35edc38bc926ac3e437bca2cb7d374dc90674669d392,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",5c127512199092d1460a1cde0bacaeef3cad7c0f4a248dc157b5b2cd2be512f4,0.591094970703125
J02_g0_c0_recipient/task/later_giver,J02_g0_c0_recipient,J02,red,William,task,later_giver,257, a,Elizabeth,William,0,0,1,0.011285557635777979,0.031605763612735205,"{""William"": -111.15406036376953, ""Elizabeth"": -112.18387603759766, ""red"": -117.1493911743164, ""blue"": -117.99504089355469}","{""William"": 0.031605763612735205, ""Elizabeth"": 0.011285557635777979, ""red"": 7.870950830412491e-05, ""blue"": 3.3788288419015866e-05}",f90e78febfd30db26e149a5ca8ffdf73fb37d89dc4dbee84aaf5f3e340c40853,"[2130, 13, 383, 308, 1428, 373]",ae253b1dfec35c5781bbce6db6340b6c095914540ed142e9babee16b7fc9b5e9,0.29514312744140625
J02_g0_c0_recipient/task/later_color,J02_g0_c0_recipient,J02,red,William,task,later_color,2266, red,red,red,1,1,0,0.08426776362437666,0.08426776362437666,"{""William"": -121.26373291015625, ""Elizabeth"": -123.25493621826172, ""red"": -117.3049545288086, ""blue"": -118.61270904541016}","{""William"": 0.0016083696237638907, ""Elizabeth"": 0.00021959237366771014, ""red"": 0.08426776362437666, ""blue"": 0.02278824595208583}",f90e78febfd30db26e149a5ca8ffdf73fb37d89dc4dbee84aaf5f3e340c40853,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",6c1f9ee3dc8c1f042abce2d8010f85eb71a6eb9c244f9890b82d22e7da4906d9,0.7805633544921875
J02_g0_c0_recipient/yoked/later_giver,J02_g0_c0_recipient,J02,red,William,yoked,later_giver,257, a,Elizabeth,William,0,0,1,0.011209233704553167,0.03067581723335997,"{""William"": -111.10810852050781, ""Elizabeth"": -112.1148452758789, ""red"": -117.09004211425781, ""blue"": -117.95539855957031}","{""William"": 0.03067581723335997, ""Elizabeth"": 0.011209233704553167, ""red"": 7.742396183753344e-05, ""blue"": 3.258786148133947e-05}",4045c34647b778eb922bd0655e1928feb06147361e427cfe1618a281ab4dc3d8,"[2130, 13, 383, 308, 1428, 373]",e98f602b2e03b5c970cbb7b75cfadbf880d62906ac47b9d6789602493f61cb76,0.258697509765625
J02_g0_c0_recipient/yoked/later_color,J02_g0_c0_recipient,J02,red,William,yoked,later_color,2266, red,red,red,1,1,0,0.08643393069527203,0.08643393069527203,"{""William"": -121.46602630615234, ""Elizabeth"": -123.45466613769531, ""red"": -117.52423095703125, ""blue"": -118.83984375}","{""William"": 0.0016779703968701383, ""Elizabeth"": 0.00022968307258837322, ""red"": 0.08643393069527203, ""blue"": 0.023191075365208206}",4045c34647b778eb922bd0655e1928feb06147361e427cfe1618a281ab4dc3d8,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",0c6650e476334b1634785d2eb42c49544e3493ad483aff0be0fb8959d16c3dc5,1.037322998046875
J02_g0_c0_recipient/supervised_ridge/later_giver,J02_g0_c0_recipient,J02,red,William,supervised_ridge,later_giver,257, a,Elizabeth,William,0,0,1,0.011285553749792277,0.029378774005971914,"{""William"": -111.14720916748047, ""Elizabeth"": -112.10395812988281, ""red"": -117.02685546875, ""blue"": -117.89157104492188}","{""William"": 0.029378774005971914, ""Elizabeth"": 0.011285553749792277, ""red"": 8.213641139782064e-05, ""blue"": 3.459350136325366e-05}",79b1be32222c29d6684357f5885c8f4573683e9238f91af793d3a5a2220c79e4,"[2130, 13, 383, 308, 1428, 373]",e1db0f1b855f953334fa69b9c3ef7cace2083fc6cb99d60c712bd950a4dd4d67,0.19629669189453125
J02_g0_c0_recipient/supervised_ridge/later_color,J02_g0_c0_recipient,J02,red,William,supervised_ridge,later_color,2266, red,red,red,1,1,0,0.08209747799174484,0.08209747799174484,"{""William"": -121.28427124023438, ""Elizabeth"": -123.2377700805664, ""red"": -117.29704284667969, ""blue"": -118.59479522705078}","{""William"": 0.0015229951717663705, ""Elizabeth"": 0.00021592591059635212, ""red"": 0.08209747799174484, ""blue"": 0.02242451806802894}",79b1be32222c29d6684357f5885c8f4573683e9238f91af793d3a5a2220c79e4,"[2130, 13, 383, 3124, 286, 262, 1492, 373]",bbed02304ab64928592446b569380f91501a4e52cde10235dace4b15d4c5032e,0.7715911865234375
